52.5 -42.5 0.0 0
52.5 -42.0 0.0 0
52.5 -41.5 0.0 0
52.5 -41.0 0.0 0
52.5 -40.5 0.0 0
52.5 -40.0 0.0 0
52.5 -39.5 0.0 0
52.5 -39.0 0.0 0
52.5 -38.5 0.0 0
52.5 -38.0 0.0 0
52.5 -37.5 0.0 0
52.5 -37.0 0.0 0
52.5 -36.5 0.0 0
52.5 -36.0 0.0 0
52.5 -35.5 0.0 0
52.5 -35.0 0.0 0
52.5 -34.5 0.0 0
52.5 -34.0 0.0 0
52.5 -33.5 0.0 0
52.5 -33.0 0.0 0
52.5 -32.5 0.0 0
52.5 -32.0 0.0 0
52.5 -31.5 0.0 0
52.5 -31.0 0.0 0
52.5 -30.5 0.0 0
52.5 -30.0 0.0 0
52.5 -29.5 0.0 0
52.5 -29.0 0.0 0
52.5 -28.5 0.0 0
52.5 -28.0 0.0 0
52.5 -27.5 0.0 0
52.5 -27.0 0.0 0
52.5 -26.5 0.0 0
52.5 -26.0 0.0 0
52.5 -25.5 0.0 0
52.5 -25.0 0.0 0
52.5 -24.5 0.0 0
52.5 -24.0 0.0 0
52.5 -23.5 0.0 0
52.5 -23.0 0.0 0
52.5 -22.5 0.0 0
52.5 -22.0 0.0 0
52.5 -21.5 0.0 0
52.5 -21.0 0.0 0
52.5 -20.5 0.0 0
52.5 -20.0 0.0 0
52.5 -19.5 0.0 0
52.5 -19.0 0.0 0
52.5 -18.5 0.0 0
52.5 -18.0 0.0 0
52.47502082639013 -17.00083291676586 0.0 0
52.40033288920621 -16.506653346024695 0.0 0
52.276682445628026 -16.022398966693302 0.0 0
52.10530497001442 -15.552908288456747 0.0 0
51.88791280945186 -15.102872306978984 0.0 0
51.626678074548394 -14.676787633024823 0.0 0
51.32421093642244 -14.278911563811544 0.0 0
50.98353354673583 -13.913219545502386 0.0 0
50.60804984135332 -13.583365451862583 0.0 0
50.2015115293407 -13.292645075960518 0.0 0
49.76798060712789 -13.043963199692822 0.0 0
49.311788772383366 -12.839804570163867 0.0 0
48.83749414312294 -12.682209072914034 0.0 0
48.349835714501204 -12.572751350057699 0.0 0
47.853686008338514 -12.512525066979727 0.0 0
47.5 -12.5 0.0 0
47.0 -12.5 0.0 0
46.5 -12.5 0.0 0
46.0 -12.5 0.0 0
45.5 -12.5 0.0 0
45.0 -12.5 0.0 0
44.5 -12.5 0.0 0
44.0 -12.5 0.0 0
43.5 -12.5 0.0 0
43.0 -12.5 0.0 0
42.5 -12.5 0.0 0
42.0 -12.5 0.0 0
41.5 -12.5 0.0 0
41.0 -12.5 0.0 0
40.5 -12.5 0.0 0
40.0 -12.5 0.0 0
39.5 -12.5 0.0 0
39.0 -12.5 0.0 0
38.5 -12.5 0.0 0
38.0 -12.5 0.0 0
37.5 -12.5 0.0 0
37.0 -12.5 0.0 0
36.5 -12.5 0.0 0
36.0 -12.5 0.0 0
35.5 -12.5 0.0 0
35.0 -12.5 0.0 0
34.5 -12.5 0.0 0
34.0 -12.5 0.0 0
33.5 -12.5 0.0 0
33.0 -12.5 0.0 0
32.5 -12.5 0.0 0
32.0 -12.5 0.0 0
31.5 -12.5 0.0 0
31.0 -12.5 0.0 0
30.5 -12.5 0.0 0
30.0 -12.5 0.0 0
29.5 -12.5 0.0 0
29.0 -12.5 0.0 0
28.5 -12.5 0.0 0
28.0 -12.5 0.0 0
27.5 -12.5 0.0 0
27.0 -12.5 0.0 0
26.5 -12.5 0.0 0
26.0 -12.5 0.0 0
25.5 -12.5 0.0 0
25.0 -12.5 0.0 0
24.5 -12.5 0.0 0
24.0 -12.5 0.0 0
23.5 -12.5 0.0 0
23.0 -12.5 0.0 0
22.5 -12.5 0.0 0
22.0 -12.5 0.0 0
21.5 -12.5 0.0 0
21.0 -12.5 0.0 0
20.5 -12.5 0.0 0
20.0 -12.5 0.0 0
19.5 -12.5 0.0 0
19.0 -12.5 0.0 0
18.5 -12.5 0.0 0
18.0 -12.5 0.0 0
17.5 -12.5 0.0 0
17.0 -12.5 0.0 0
16.5 -12.5 0.0 0
16.0 -12.5 0.0 0
15.5 -12.5 0.0 0
15.0 -12.5 0.0 0
14.5 -12.5 0.0 0
14.0 -12.5 0.0 0
13.5 -12.5 0.0 0
13.0 -12.5 0.0 0
12.5 -12.5 0.0 0
12.0 -12.5 0.0 0
11.5 -12.5 0.0 0
11.0 -12.5 0.0 0
10.5 -12.5 0.0 0
10.0 -12.5 0.0 0
9.5 -12.5 0.0 0
9.0 -12.5 0.0 0
8.5 -12.5 0.0 0
8.0 -12.5 0.0 0
7.5 -12.5 0.0 0
7.0 -12.5 0.0 0
6.5 -12.5 0.0 0
6.0 -12.5 0.0 0
5.5 -12.5 0.0 0
5.0 -12.5 0.0 0
4.5 -12.5 0.0 0
4.0 -12.5 0.0 0
3.5 -12.5 0.0 0
3.0 -12.5 0.0 0
2.5 -12.5 0.0 0
2.0 -12.5 0.0 0
1.5 -12.5 0.0 0
1.0 -12.5 0.0 0
0.5 -12.5 0.0 0
0.0 -12.5 0.0 0
-0.5 -12.5 0.0 0
-1.0 -12.5 0.0 0
-1.5 -12.5 0.0 0
-2.0 -12.5 0.0 0
